PTX Hexadecimal Floating-Point Constants
================================================================================

Total unique constants: 7607
Total occurrences: 1224282

DOUBLE-PRECISION CONSTANTS (0d/0D + 16 hex digits):
--------------------------------------------------------------------------------
0f43440000: 5 occurrences
0f43450000: 5 occurrences
0f43470000: 5 occurrences
0f434A0000: 5 occurrences
0f434B0000: 5 occurrences
0f434A8000: 5 occurrences
0f434C0000: 5 occurrences
0f434D0000: 5 occurrences
0f434E0000: 5 occurrences
0f434F0000: 5 occurrences
0f43500000: 5 occurrences
0f43520000: 5 occurrences
0f43530000: 5 occurrences
0f43540000: 5 occurrences
0f43550000: 5 occurrences
0f43560000: 5 occurrences
0f43570000: 5 occurrences
0f43580000: 5 occurrences
0f43590000: 5 occurrences
0f435A0000: 5 occurrences
0f435B0000: 5 occurrences
0f435C0000: 5 occurrences
0f435D0000: 5 occurrences
0f435E0000: 5 occurrences
0f435F0000: 5 occurrences
0f43600000: 5 occurrences
0f43620000: 5 occurrences
0f43630000: 5 occurrences
0f43640000: 5 occurrences
0f43650000: 5 occurrences
0f43660000: 5 occurrences
0f43670000: 5 occurrences
0f43690000: 5 occurrences
0f436A0000: 5 occurrences
0f436B0000: 5 occurrences
0f436C0000: 5 occurrences
0f436D0000: 5 occurrences
0f436E0000: 5 occurrences
0f436F0000: 5 occurrences
0f43720000: 5 occurrences
0f43740000: 5 occurrences
0f43750000: 5 occurrences
0f43760000: 5 occurrences
0f43770000: 5 occurrences
0f43780000: 5 occurrences
0f43778000: 5 occurrences
0f43790000: 5 occurrences
0f437B0000: 5 occurrences
0f437D0000: 5 occurrences
0f437E0000: 5 occurrences
0f44160000: 5 occurrences
0f4016FC2A: 5 occurrences
0f3F37E150: 5 occurrences
0fBF37E150: 5 occurrences
0f40490FD0: 5 occurrences
0fBF060A92: 5 occurrences
0f3F060A92: 5 occurrences
0f396BEDFA: 5 occurrences
0f469C4000: 5 occurrences
0f8000000E: 5 occurrences
0f3B808081: 5 occurrences
0f3E4CCCCE: 5 occurrences
0fBF20D97C: 5 occurrences
0f4B38AA3B: 5 occurrences
0f4E7DE250: 5 occurrences
0f40066666: 5 occurrences
0f3EC8B439: 5 occurrences
0fC2200000: 5 occurrences
0fFA162F1C: 5 occurrences
0f36800000: 5 occurrences
0f461C3C00: 5 occurrences
0f20000000: 5 occurrences
0f409FFFFE: 5 occurrences
0f11465FE9: 5 occurrences
0f827DD648: 5 occurrences
0f0000004B: 5 occurrences
0fB94E33D5: 5 occurrences
0f0DD9D8F9: 5 occurrences
0f920444AA: 5 occurrences
0fAEDBE6FF: 5 occurrences
0fBF9FFFFF: 5 occurrences
0fBFFB53D1: 5 occurrences
0fBFDFFFFF: 5 occurrences
0fC02FEDDF: 5 occurrences
0f4F32D05E: 5 occurrences
0f3CC90FDB: 5 occurrences
0fBFFFFFFF: 5 occurrences
0f3F600000: 5 occurrences
0fC5800000: 5 occurrences
0fB1800000: 5 occurrences
0f3EAA7EFA: 5 occurrences
0fFFC00000: 5 occurrences
0fBD2E6169: 5 occurrences
0f38C9539C: 5 occurrences
0fB97BA882: 5 occurrences
0f3F350481: 5 occurrences
0f7F7FFF8B: 5 occurrences
0f409CCCCD: 5 occurrences
0fBDCC9D9D: 5 occurrences
0f3EAC13FD: 5 occurrences
0f3EDF3B64: 5 occurrences
0f3F0F0111: 5 occurrences
0f3D66F933: 5 occurrences
0f3CFA3550: 4 occurrences
0fBC81C92E: 4 occurrences
0f7A8C99B2: 4 occurrences
0f4C400000: 4 occurrences
0f3FC54FDF: 4 occurrences
0f400DD8FE: 4 occurrences
0fC04CCCCD: 4 occurrences
0f404CCCCD: 4 occurrences
0f44B40000: 4 occurrences
0f45200000: 4 occurrences
0f40B00000: 4 occurrences
0f41080000: 4 occurrences
0f41180000: 4 occurrences
0f41380000: 4 occurrences
0f41480000: 4 occurrences
0f41580000: 4 occurrences
0f41780000: 4 occurrences
0f418C0000: 4 occurrences
0f41940000: 4 occurrences
0f419C0000: 4 occurrences
0f41A40000: 4 occurrences
0f41AC0000: 4 occurrences
0f41BC0000: 4 occurrences
0f41C40000: 4 occurrences
0f41CC0000: 4 occurrences
0f41D40000: 4 occurrences
0f41DC0000: 4 occurrences
0f41E40000: 4 occurrences
0f41EC0000: 4 occurrences
0f41F40000: 4 occurrences
0f41FC0000: 4 occurrences
0fBEC00000: 4 occurrences
0fBFF00000: 4 occurrences
0f40D20000: 4 occurrences
0f3F106EBB: 4 occurrences
0fC1033333: 4 occurrences
0fBF29BAA5: 4 occurrences
0fBF1704A1: 4 occurrences
0f3FCC6ADC: 4 occurrences
0fBF2CDAED: 4 occurrences
0fBDC30537: 4 occurrences
0f3F55D9B9: 4 occurrences
0f3C57FA62: 4 occurrences
0f40549A78: 4 occurrences
0f33979A37: 4 occurrences
0f3F6B3F8E: 4 occurrences
0f1FEC1E4A: 4 occurrences
0fBD23D70A: 4 occurrences
0f7F167699: 4 occurrences
0fC61C3C00: 4 occurrences
0fC3B40000: 4 occurrences
0fBF2AAAAB: 4 occurrences
0f40F14514: 4 occurrences
0f34B2F487: 4 occurrences
0f493FBF80: 4 occurrences
0f368637BD: 4 occurrences
0f3708DB56: 4 occurrences
0f4A095440: 4 occurrences
0fBEDE5BD9: 4 occurrences
0f3C70319E: 4 occurrences
0fC9742400: 4 occurrences
0fC0900000: 4 occurrences
0f437FFFBE: 4 occurrences
0f3EE38E39: 4 occurrences
0fBE50E560: 4 occurrences
0f00000058: 4 occurrences
0f7A181834: 4 occurrences
0f80000007: 4 occurrences
0f3EEB851F: 4 occurrences
0f3D90EDC4: 4 occurrences
0f3E7A53B9: 4 occurrences
0fBBEEEEEF: 4 occurrences
0f3B7BEFBF: 4 occurrences
0fBB877777: 4 occurrences
0F55CC0000: 4 occurrences
0f3FDDC0CA: 4 occurrences
0f3EACDE3C: 4 occurrences
0fC22CDE3C: 4 occurrences
0f3F32B032: 4 occurrences
0f3F5020C5: 4 occurrences
0f40011687: 4 occurrences
0f48435000: 4 occurrences
0f36A7C5AC: 4 occurrences
0f40020E17: 4 occurrences
0f3FDDB3D7: 4 occurrences
0fBFDDB3D7: 4 occurrences
0f4015670B: 4 occurrences
0fBF1883FE: 4 occurrences
0f3F23D70A: 4 occurrences
0f05D345D7: 4 occurrences
0f42B1A723: 4 occurrences
0f4C490FDB: 4 occurrences
0f466A6000: 4 occurrences
0f3F1B459E: 4 occurrences
0f3E0A9542: 4 occurrences
0f3EBC5AA3: 4 occurrences
0f3C960B70: 4 occurrences
0f800029A5: 4 occurrences
0fC322E3BC: 4 occurrences
0f40C8F5C3: 4 occurrences
0f3CB504F3: 4 occurrences
0f38999998: 4 occurrences
0fC5000000: 4 occurrences
0fBB83126F: 4 occurrences
0f45FFF800: 4 occurrences
0f3F75C28F: 4 occurrences
0f37C9539C: 4 occurrences
0fB68637BD: 4 occurrences
0f38F9A935: 4 occurrences
0f98eddb4c: 4 occurrences
0f0583879F: 4 occurrences
0f3CC00000: 4 occurrences
0f3DC00000: 4 occurrences
0f4123D70A: 4 occurrences
0f41C887BF: 4 occurrences
0f5D5E0B6B: 4 occurrences
0f82da4b4c: 4 occurrences
0fC3780000: 4 occurrences
0f3EEA3CE2: 4 occurrences
0f533AC352: 4 occurrences
0f05AD268B: 4 occurrences
0fF831F324: 4 occurrences
0f7B93930B: 4 occurrences
0f11541DB1: 4 occurrences
0f39AAAAAB: 4 occurrences
0fBF350481: 4 occurrences
0f7A6E81D6: 4 occurrences
0f409ED112: 4 occurrences
0f405F7CEE: 4 occurrences
0f42D0AD91: 4 occurrences
0f3EE45A1D: 4 occurrences
0f3E656042: 4 occurrences
0f79B54C99: 4 occurrences
0f3B000002: 4 occurrences
0f3DF5C28F: 4 occurrences
0f0000006A: 3 occurrences
0f3F8FBE77: 3 occurrences
0f3E2339C1: 3 occurrences
0f3D8676A7: 3 occurrences
0f41E779A7: 3 occurrences
0f438AB2D4: 3 occurrences
0f3D7B5393: 3 occurrences
0f40C28EF3: 3 occurrences
0fBF51758E: 3 occurrences
0f3F0176DE: 3 occurrences
0f3F37CED9: 3 occurrences
0f41266666: 3 occurrences
0f3FE02A99: 3 occurrences
0f40D425AF: 3 occurrences
0fBDF62B6B: 3 occurrences
0f3BD4FDF4: 3 occurrences
0fB908509C: 3 occurrences
0fBF5DBF48: 3 occurrences
0fBD7C3C5C: 3 occurrences
0f3E877DB7: 3 occurrences
0f3B4DD5E1: 3 occurrences
0f3C9B328B: 3 occurrences
0f400292A3: 3 occurrences
0fBC36DCA0: 3 occurrences
0f3D20B0AF: 3 occurrences
0fBFA6B852: 3 occurrences
0f3C0B64B8: 3 occurrences
0f44BE5614: 3 occurrences
0f79FBDD8C: 3 occurrences
0fCB189680: 3 occurrences
0fFFFFFFFF: 3 occurrences
0fBE490FDB: 3 occurrences
0fBD800000: 3 occurrences
0f400CCCCD: 3 occurrences
0f459C4000: 3 occurrences
0f7F61B1E6: 3 occurrences
0f3F735116: 3 occurrences
0f3F8B5C4B: 3 occurrences
0fBBB34878: 3 occurrences
0f3B6B1C86: 3 occurrences
0fBD36CAEF: 3 occurrences
0f3E2B5555: 3 occurrences
0fBD2C96C7: 3 occurrences
0fBF27E6EB: 3 occurrences
0f3F13C463: 3 occurrences
0f40F9999A: 3 occurrences
0fC640F6F8: 3 occurrences
0fC43B38FB: 3 occurrences
0fC7206560: 3 occurrences
0fC73CB6AA: 3 occurrences
0fC80BAE5A: 3 occurrences
0fC381A020: 3 occurrences
0fC62864B8: 3 occurrences
0fC7B50686: 3 occurrences
0fC8498465: 3 occurrences
0fB967A002: 3 occurrences
0f385007FA: 3 occurrences
0f3A0DE6FC: 3 occurrences
0fBA9DE0E2: 3 occurrences
0f3B3D05B7: 3 occurrences
0fBBF1EB10: 3 occurrences
0f3CA89A28: 3 occurrences
0fBD89F01A: 3 occurrences
0f3EA51A66: 3 occurrences
0f3ED87730: 3 occurrences
0fBB360953: 3 occurrences
0f3A4BE755: 3 occurrences
0f3DAAAAA3: 3 occurrences
0f3DD47577: 3 occurrences
0f3D3BEF76: 3 occurrences
0f3DFB8079: 3 occurrences
0f3E0295B5: 3 occurrences
0f3E12A765: 3 occurrences
0f3E2D6867: 3 occurrences
0f3E5462BF: 3 occurrences
0f3E8A8A72: 3 occurrences
0f3ECD26A4: 3 occurrences
0f3F528D32: 3 occurrences
0f3F928682: 3 occurrences
0f3BE903D7: 3 occurrences
0fBA8C9F66: 3 occurrences
0fBC1E00B0: 3 occurrences
0fBD2CC522: 3 occurrences
0f3E2A89B3: 3 occurrences
0fBD2C0C05: 3 occurrences
0fBF27E7A2: 3 occurrences
0fB8543ED8: 3 occurrences
0f388F7971: 3 occurrences
0fB9DDA6BE: 3 occurrences
0f3A820ABE: 3 occurrences
0fB9920AFD: 3 occurrences
0fBB2F4D64: 3 occurrences
0f3B638732: 3 occurrences
0f3DAAAAAC: 3 occurrences
0f27800000: 3 occurrences
0fC2246666: 3 occurrences
0f3EE4C176: 3 occurrences
0f3FF67AF8: 3 occurrences
0f40B0B31E: 3 occurrences
0f410A7798: 3 occurrences
0f3DD0D5F0: 3 occurrences
0fBECC69F3: 3 occurrences
0fBD7FF855: 3 occurrences
0fBE50D31C: 3 occurrences
0f3F8CCD61: 3 occurrences
0f3D854783: 3 occurrences
0fBDFFFFFB: 3 occurrences
0fBF64C176: 3 occurrences
0f32657D03: 3 occurrences
0fBE02574C: 3 occurrences
0f3CDDC8B3: 3 occurrences
0f3E7F2CC9: 3 occurrences
0fBE8BF29B: 3 occurrences
0f3E5BCE93: 3 occurrences
0fBE38C4FF: 3 occurrences
0f3E42774D: 3 occurrences
0fBE525CB2: 3 occurrences
0f3E60F43D: 3 occurrences
0fBE679145: 3 occurrences
0f3E61D24A: 3 occurrences
0fBEFBF1AD: 3 occurrences
0f3F6121BB: 3 occurrences
0fC07D4A9A: 3 occurrences
0fB3D9856A: 3 occurrences
0fB45E2607: 3 occurrences
0fB449DD3F: 3 occurrences
0fB6857064: 3 occurrences
0f38554610: 3 occurrences
0f394ACED7: 3 occurrences
0fBB0F1A0C: 3 occurrences
0fBBE07F2E: 3 occurrences
0f3D6FB6B5: 3 occurrences
0f3D504DF1: 3 occurrences
0fBECE1A13: 3 occurrences
0fC0E2C0EE: 3 occurrences
0fB39CE420: 3 occurrences
0f3629DA6C: 3 occurrences
0f3510CEBE: 3 occurrences
0fB84054C0: 3 occurrences
0fB91318AB: 3 occurrences
0f3B0E9921: 3 occurrences
0f3B5974D5: 3 occurrences
0fBD44B4D7: 3 occurrences
0fBCAD7799: 3 occurrences
0f3E99A665: 3 occurrences
0fB71F49B6: 3 occurrences
0f33DBE5AC: 3 occurrences
0f3A0D3100: 3 occurrences
0fBC83AD8E: 3 occurrences
0f3E35DE5A: 3 occurrences
0fBD9726B5: 3 occurrences
0f3FD96AC4: 3 occurrences
0f40740EEE: 3 occurrences
0f40E06937: 3 occurrences
0f4122C2E3: 3 occurrences
0fBE44AB90: 3 occurrences
0f3F267F60: 3 occurrences
0f3E3FFEBF: 3 occurrences
0f3EBB73AB: 3 occurrences
0fBFE4E1AB: 3 occurrences
0fBE27FB6E: 3 occurrences
0f3EBFFFFF: 3 occurrences
0fC00C9DF7: 3 occurrences
0f33B200DC: 3 occurrences
0f39064A88: 3 occurrences
0fB789E29D: 3 occurrences
0fB9F0AB0D: 3 occurrences
0f3A8F6102: 3 occurrences
0fBB2C7045: 3 occurrences
0f3BF35DF7: 3 occurrences
0fBB9D097C: 3 occurrences
0fBD06968A: 3 occurrences
0fBDF2B7DF: 3 occurrences
0f3F055242: 3 occurrences
0fC0ADBFF2: 3 occurrences
0fB4687B03: 3 occurrences
0fB508A416: 3 occurrences
0f32BE57D0: 3 occurrences
0fB63F8A14: 3 occurrences
0f38427E02: 3 occurrences
0f3919BB1C: 3 occurrences
0fBB0DF1FD: 3 occurrences
0fBB885189: 3 occurrences
0f3D50AEC1: 3 occurrences
0f3D005CFC: 3 occurrences
0fBEAE3E2B: 3 occurrences
0fC109893D: 3 occurrences
0fB4E6169B: 3 occurrences
0f3602902E: 3 occurrences
0f350CF383: 3 occurrences
0fB8375F71: 3 occurrences
0fB8D9FAA8: 3 occurrences
0f3B03D19A: 3 occurrences
0f3B1E736D: 3 occurrences
0fBD31CAE5: 3 occurrences
0fBC8159B6: 3 occurrences
0f3E8AFCCA: 3 occurrences
0fB58527DA: 3 occurrences
0f321462CC: 3 occurrences
0f38963E95: 3 occurrences
0fBB41ADCB: 3 occurrences
0f3D5E9CBB: 3 occurrences
0fBE48C331: 3 occurrences
0fC07B53D1: 3 occurrences
0f3E3B645A: 3 occurrences
0f3D7DF3B6: 3 occurrences
0fBDCED917: 3 occurrences
0fBEAD9168: 3 occurrences
0fBECC49BA: 3 occurrences
0f6C961A2E: 3 occurrences
0fBF19999A: 3 occurrences
0f059B74B4: 3 occurrences
0fF9EF5AC5: 3 occurrences
0fF49D9D4A: 3 occurrences
0f0000007A: 3 occurrences
0f00000492: 3 occurrences
0f3F372474: 3 occurrences
0f3E59999A: 3 occurrences
0f3D93A92A: 3 occurrences
0f3840F020: 3 occurrences
0f42020000: 3 occurrences
0f42060000: 3 occurrences
0f420A0000: 3 occurrences
0f420E0000: 3 occurrences
0f42120000: 3 occurrences
0f42160000: 3 occurrences
0f421A0000: 3 occurrences
0f421E0000: 3 occurrences
0f42220000: 3 occurrences
0f42260000: 3 occurrences
0f422A0000: 3 occurrences
0f422E0000: 3 occurrences
0f42320000: 3 occurrences
0f42360000: 3 occurrences
0f423A0000: 3 occurrences
0f423E0000: 3 occurrences
0f42420000: 3 occurrences
0f42460000: 3 occurrences
0f424A0000: 3 occurrences
0f424E0000: 3 occurrences
0f42520000: 3 occurrences
0f42560000: 3 occurrences
0f425A0000: 3 occurrences
0f425E0000: 3 occurrences
0f42620000: 3 occurrences
0f42660000: 3 occurrences
0f426A0000: 3 occurrences
0f426E0000: 3 occurrences
0f42720000: 3 occurrences
0f42760000: 3 occurrences
0f427A0000: 3 occurrences
0f427E0000: 3 occurrences
0f42830000: 3 occurrences
0f42850000: 3 occurrences
0f42890000: 3 occurrences
0f428B0000: 3 occurrences
0f428D0000: 3 occurrences
0f428F0000: 3 occurrences
0f42910000: 3 occurrences
0f42930000: 3 occurrences
0f42950000: 3 occurrences
0f42970000: 3 occurrences
0f42990000: 3 occurrences
0f429B0000: 3 occurrences
0f429D0000: 3 occurrences
0f429F0000: 3 occurrences
0f42A10000: 3 occurrences
0f42A30000: 3 occurrences
0f42A50000: 3 occurrences
0f42A70000: 3 occurrences
0f42A90000: 3 occurrences
0f42AB0000: 3 occurrences
0f42AD0000: 3 occurrences
0f42AF0000: 3 occurrences
0f42B10000: 3 occurrences
0f42B30000: 3 occurrences
0f42B50000: 3 occurrences
0f42B70000: 3 occurrences
0f42B90000: 3 occurrences
0f42BB0000: 3 occurrences
0f42BD0000: 3 occurrences
0f42BF0000: 3 occurrences
0f42C10000: 3 occurrences
0f42C30000: 3 occurrences
0f42C50000: 3 occurrences
0f42C70000: 3 occurrences
0f42C90000: 3 occurrences
0f42CB0000: 3 occurrences
0f42CD0000: 3 occurrences
0f42CF0000: 3 occurrences
0f42D10000: 3 occurrences
0f42D30000: 3 occurrences
0f42D50000: 3 occurrences
0f42D70000: 3 occurrences
0f42D90000: 3 occurrences
0f42DB0000: 3 occurrences
0f42DD0000: 3 occurrences
0f42DF0000: 3 occurrences
0f42E30000: 3 occurrences
0f42E50000: 3 occurrences
0f42E70000: 3 occurrences
0f42E90000: 3 occurrences
0f42EB0000: 3 occurrences
0f42ED0000: 3 occurrences
0f42EF0000: 3 occurrences
0f42F10000: 3 occurrences
0f42F30000: 3 occurrences
0f42F50000: 3 occurrences
0f42F70000: 3 occurrences
0f42F90000: 3 occurrences
0f42FB0000: 3 occurrences
0f42FD0000: 3 occurrences
0f43008000: 3 occurrences
0f43018000: 3 occurrences
0f43028000: 3 occurrences
0f43038000: 3 occurrences
0f43048000: 3 occurrences
0f43058000: 3 occurrences
0f43068000: 3 occurrences
0f43078000: 3 occurrences
0f43088000: 3 occurrences
0f43098000: 3 occurrences
0f430A8000: 3 occurrences
0f430B8000: 3 occurrences
0f430C8000: 3 occurrences
0f430D8000: 3 occurrences
0f430E8000: 3 occurrences
0f430F8000: 3 occurrences
0f43108000: 3 occurrences
0f43118000: 3 occurrences
0f43128000: 3 occurrences
0f43138000: 3 occurrences
0f43148000: 3 occurrences
0f43158000: 3 occurrences
0f43168000: 3 occurrences
0f43178000: 3 occurrences
0f43188000: 3 occurrences
0f43198000: 3 occurrences
0f431A8000: 3 occurrences
0f431B8000: 3 occurrences
0f431C8000: 3 occurrences
0f431E8000: 3 occurrences
0f431F8000: 3 occurrences
0f43208000: 3 occurrences
0f43218000: 3 occurrences
0f43228000: 3 occurrences
0f43238000: 3 occurrences
0f43248000: 3 occurrences
0f43258000: 3 occurrences
0f43268000: 3 occurrences
0f43278000: 3 occurrences
0f43288000: 3 occurrences
0f43298000: 3 occurrences
0f432A8000: 3 occurrences
0f432B8000: 3 occurrences
0f432C8000: 3 occurrences
0f432D8000: 3 occurrences
0f432E8000: 3 occurrences
0f432F8000: 3 occurrences
0f43308000: 3 occurrences
0f43318000: 3 occurrences
0f43328000: 3 occurrences
0f43338000: 3 occurrences
0f43348000: 3 occurrences
0f43358000: 3 occurrences
0f43368000: 3 occurrences
0f43378000: 3 occurrences
0f43388000: 3 occurrences
0f43398000: 3 occurrences
0f433A8000: 3 occurrences
0f433B8000: 3 occurrences
0f433C8000: 3 occurrences
0f433D8000: 3 occurrences
0f433E8000: 3 occurrences
0f433F8000: 3 occurrences
0f43408000: 3 occurrences
0f43418000: 3 occurrences
0f43428000: 3 occurrences
0f43438000: 3 occurrences
0f43448000: 3 occurrences
0f43458000: 3 occurrences
0f43468000: 3 occurrences
0f43478000: 3 occurrences
0f43488000: 3 occurrences
0f43498000: 3 occurrences
0f434B8000: 3 occurrences
0f434C8000: 3 occurrences
0f434D8000: 3 occurrences
0f434E8000: 3 occurrences
0f434F8000: 3 occurrences
0f43508000: 3 occurrences
0f43518000: 3 occurrences
0f43528000: 3 occurrences
0f43538000: 3 occurrences
0f43548000: 3 occurrences
0f43558000: 3 occurrences
0f43568000: 3 occurrences
0f43578000: 3 occurrences
0f43588000: 3 occurrences
0f43598000: 3 occurrences
0f435A8000: 3 occurrences
0f435B8000: 3 occurrences
0f435C8000: 3 occurrences
0f435D8000: 3 occurrences
0f435E8000: 3 occurrences
0f435F8000: 3 occurrences
0f43608000: 3 occurrences
0f43618000: 3 occurrences
0f43628000: 3 occurrences
0f43638000: 3 occurrences
0f43648000: 3 occurrences
0f43658000: 3 occurrences
0f43668000: 3 occurrences
0f43678000: 3 occurrences
0f43688000: 3 occurrences
0f43698000: 3 occurrences
0f436A8000: 3 occurrences
0f436B8000: 3 occurrences
0f436C8000: 3 occurrences
0f436D8000: 3 occurrences
0f436E8000: 3 occurrences
0f436F8000: 3 occurrences
0f43708000: 3 occurrences
0f43718000: 3 occurrences
0f43728000: 3 occurrences
0f43738000: 3 occurrences
0f43748000: 3 occurrences
0f43758000: 3 occurrences
0f43768000: 3 occurrences
0f43788000: 3 occurrences
0f43798000: 3 occurrences
0f437A8000: 3 occurrences
0f437B8000: 3 occurrences
0f437C8000: 3 occurrences
0f437D8000: 3 occurrences
0f437E8000: 3 occurrences
0f437F8000: 3 occurrences
0f7A0D789B: 3 occurrences
0f45330000: 3 occurrences
0f45A83000: 3 occurrences
0f3D959926: 3 occurrences
0f0244B95B: 3 occurrences
0f3C85AB00: 3 occurrences
0f3FF00000: 3 occurrences
0fC1900000: 3 occurrences
0f629A4AF6: 3 occurrences
0f3F5DB3D7: 3 occurrences
0f43C80000: 3 occurrences
0fC2A00000: 3 occurrences
0fC42B4000: 3 occurrences
0f4BC00000: 3 occurrences
0f3E194000: 3 occurrences
0fBEC5651B: 3 occurrences
0f3E7D1F45: 3 occurrences
0fBD561B2A: 3 occurrences
0f40B1C71D: 3 occurrences
0fBDBE12A5: 3 occurrences
0f40ABC3D4: 3 occurrences
0fBC30F27C: 3 occurrences
0f3F7D3C36: 3 occurrences
0fBC944674: 3 occurrences
0f3E666666: 3 occurrences
0f3F8CB5DD: 3 occurrences
0fBDCB5DD0: 3 occurrences
0f00000063: 3 occurrences
0f7B9C33DA: 3 occurrences
0f03B71F7A: 3 occurrences
0fFB944700: 3 occurrences
0f7B98FC7B: 3 occurrences
0f43BC8000: 3 occurrences
0fCF000000: 3 occurrences
0f3F3AE148: 3 occurrences
0f2A2084F5: 3 occurrences
0fCB800000: 3 occurrences
0f3E58658D: 3 occurrences
0f62BC087F: 3 occurrences
0f05CDCE99: 3 occurrences
0f80000061: 3 occurrences
0f00002940: 3 occurrences
0f40C90E56: 3 occurrences
0fD04A4F11: 3 occurrences
0fB73F7750: 3 occurrences
0f78587B0E: 3 occurrences
0f165792F4: 3 occurrences
0f457A0000: 3 occurrences
0f3B4D2E1C: 3 occurrences
0f414EB852: 3 occurrences
0f3F870A3D: 3 occurrences
0fBD6147AE: 3 occurrences
0f85D345D7: 3 occurrences
0f35490FDB: 3 occurrences
0f3F560000: 3 occurrences
0f41958000: 3 occurrences
0fBF560000: 3 occurrences
0fC1958000: 3 occurrences
0f7BBDBB66: 3 occurrences
0f799DE53C: 3 occurrences
0f403FFFFC: 3 occurrences
0f3FFFFFF8: 3 occurrences
0f60C6D546: 3 occurrences
0fC2900000: 3 occurrences
0f3F860A92: 3 occurrences
0f3EAAA64C: 3 occurrences
0fC61C4000: 3 occurrences
0f0000000E: 3 occurrences
0f7480DAC0: 3 occurrences
0f3E92352F: 3 occurrences
0f7EFFFFEE: 3 occurrences
0f3C1118C2: 3 occurrences
0f0000006D: 3 occurrences
0f35FE8F50: 3 occurrences
0f423504F3: 3 occurrences
0f3C111AA7: 3 occurrences
0f3D81030A: 3 occurrences
0f3C490FDB: 3 occurrences
0f4E480000: 3 occurrences
0f3FC80000: 3 occurrences
0fBFC80000: 3 occurrences
0f3E199998: 3 occurrences
0fC0D00000: 3 occurrences
0fBA828CC1: 3 occurrences
0f79FBF536: 3 occurrences
0fB9000000: 3 occurrences
0f7BA2FDD0: 3 occurrences
0f60F4AEC8: 3 occurrences
0f05A4BFF5: 3 occurrences
0f419A1CAC: 3 occurrences
0f3DCCCCCC: 3 occurrences
0fBFC4C2F8: 3 occurrences
0f404F65FE: 3 occurrences
0fBEFF4880: 3 occurrences
0fBF7809D5: 3 occurrences
0f3FF01A37: 3 occurrences
0f3D29FBE7: 3 occurrences
0f3D6425AF: 3 occurrences
0f3F874BC7: 3 occurrences
0f3FFB53D2: 3 occurrences
0f402FEDE0: 3 occurrences
0fC9AEDA53: 3 occurrences
0fBF7FFFFC: 3 occurrences
0F869F0000: 3 occurrences
0f03E876C2: 3 occurrences
0fB9800000: 3 occurrences
0fC09CF5C3: 3 occurrences
0f2E92ACC3: 3 occurrences
0fBF7FC494: 3 occurrences
0f3EE38E3A: 3 occurrences
0f3B19999A: 3 occurrences
0F6F30E1F6: 3 occurrences
0f7B9B10F6: 3 occurrences
0f43B68000: 3 occurrences
0f45610000: 3 occurrences
0f4D166018: 3 occurrences
0fBF7FF972: 3 occurrences
0f3D6DF121: 3 occurrences
0f3F8AAAAB: 3 occurrences
0f023DCBC0: 3 occurrences
0f0566CBE8: 3 occurrences
0f3F5625EF: 3 occurrences
0fBE0483EE: 3 occurrences
0f79D7F35F: 3 occurrences
0f3C5FFC54: 3 occurrences
0f35A0AC0B: 3 occurrences
0f055EB3A9: 3 occurrences
0f05776D85: 3 occurrences
0fFF7FFF8B: 3 occurrences
0f3E8B8499: 3 occurrences
0fBDF5C28F: 3 occurrences
0f7BBB6223: 3 occurrences
0f60F0D4E8: 3 occurrences
0f80002314: 3 occurrences
0f800003C5: 3 occurrences
0f40C90FD0: 3 occurrences
0FAB530000: 3 occurrences
0F5FEA0000: 3 occurrences
0f00000054: 2 occurrences
0f40747645: 2 occurrences
0f44B6051F: 2 occurrences
0f3F366666: 2 occurrences
0fF9FBDD8C: 2 occurrences
0fBDC90FDB: 2 occurrences
0fBD000000: 2 occurrences
0fBCC90FDB: 2 occurrences
0f00000070: 2 occurrences
0f3F960000: 2 occurrences
0f3E68BA2F: 2 occurrences
0f400126E9: 2 occurrences
0fBF5020C5: 2 occurrences
0fBEC83127: 2 occurrences
0f3DA3D70A: 2 occurrences
0f00000076: 2 occurrences
0F531E1E67: 2 occurrences
0f0000008A: 2 occurrences
0f3EB2B021: 2 occurrences
0f855AB76C: 2 occurrences
0f3ECCCCCC: 2 occurrences
0fBF4CCCCC: 2 occurrences
0f3EDC28F6: 2 occurrences
0f3E667C4B: 2 occurrences
0fFA0D9829: 2 occurrences
0f3B7C0FC2: 2 occurrences
0fF8374FC2: 2 occurrences
0f3F9D70A4: 2 occurrences
0f00000078: 2 occurrences
0fF9F55BDE: 2 occurrences
0fFA0D789B: 2 occurrences
0f45CB3800: 2 occurrences
0f43A8C000: 2 occurrences
0f43924000: 2 occurrences
0f447C4000: 2 occurrences
0fBD3C3DE0: 2 occurrences
